Geolocation,Commodity,Date,Area_Harvested_in_Hectares,Commodity_Type
region x (northern mindanao),white corn,2023-02-01,10125.333333333334,corn
region x (northern mindanao),white corn,2023-03-01,10125.333333333334,corn
region x (northern mindanao),white corn,2023-04-01,3204.0766666666664,corn
region x (northern mindanao),white corn,2023-05-01,3204.0766666666664,corn
region x (northern mindanao),white corn,2023-06-01,3204.0766666666664,corn
region x (northern mindanao),white corn,2023-07-01,14539.733333333332,corn
region x (northern mindanao),white corn,2023-08-01,14539.733333333332,corn
region x (northern mindanao),white corn,2023-09-01,14539.733333333332,corn
region x (northern mindanao),white corn,2023-10-01,7003.693333333334,corn
region x (northern mindanao),white corn,2023-11-01,7003.693333333334,corn
region x (northern mindanao),white corn,2023-12-01,7003.693333333334,corn
region x (northern mindanao),white corn,2024-01-01,9309.613333333333,corn
region x (northern mindanao),white corn,2024-02-01,9309.613333333333,corn
region x (northern mindanao),white corn,2024-03-01,9309.613333333333,corn
region x (northern mindanao),white corn,2024-04-01,2950.4666666666667,corn
region x (northern mindanao),white corn,2024-05-01,2950.4666666666667,corn
region x (northern mindanao),white corn,2024-06-01,2950.4666666666667,corn
region x (northern mindanao),white corn,2024-07-01,15983.256666666666,corn
region x (northern mindanao),white corn,2024-08-01,15983.256666666666,corn
region x (northern mindanao),white corn,2024-09-01,15983.256666666666,corn
region x (northern mindanao),white corn,2024-10-01,7225.766666666666,corn
region x (northern mindanao),white corn,2024-11-01,7225.766666666666,corn
region x (northern mindanao),white corn,2024-12-01,7225.766666666666,corn
region x (northern mindanao),yellow corn,2020-01-01,525.1666666666666,corn
region x (northern mindanao),yellow corn,2020-02-01,525.1666666666666,corn
region x (northern mindanao),yellow corn,2020-03-01,525.1666666666666,corn
region x (northern mindanao),yellow corn,2020-04-01,211.66666666666666,corn
region x (northern mindanao),yellow corn,2020-05-01,211.66666666666666,corn
region x (northern mindanao),yellow corn,2020-06-01,211.66666666666666,corn
region x (northern mindanao),yellow corn,2020-07-01,1237.7133333333334,corn
region x (northern mindanao),yellow corn,2020-08-01,1237.7133333333334,corn
region x (northern mindanao),yellow corn,2020-09-01,1237.7133333333334,corn
region x (northern mindanao),yellow corn,2020-10-01,747.7833333333333,corn
region x (northern mindanao),yellow corn,2020-11-01,747.7833333333333,corn
region x (northern mindanao),yellow corn,2020-12-01,747.7833333333333,corn
region x (northern mindanao),yellow corn,2021-01-01,1046.6666666666667,corn
region x (northern mindanao),yellow corn,2021-02-01,1046.6666666666667,corn
region x (northern mindanao),yellow corn,2021-03-01,1046.6666666666667,corn
region x (northern mindanao),yellow corn,2021-04-01,218.66666666666666,corn
region x (northern mindanao),yellow corn,2021-05-01,218.66666666666666,corn
region x (northern mindanao),yellow corn,2021-06-01,218.66666666666666,corn
region x (northern mindanao),yellow corn,2021-07-01,1531.1666666666667,corn
region x (northern mindanao),yellow corn,2021-08-01,1531.1666666666667,corn
region x (northern mindanao),yellow corn,2021-09-01,1531.1666666666667,corn
region x (northern mindanao),yellow corn,2021-10-01,1028.0,corn
region x (northern mindanao),yellow corn,2021-11-01,1028.0,corn
region x (northern mindanao),yellow corn,2021-12-01,1028.0,corn
region x (northern mindanao),yellow corn,2022-01-01,1312.3333333333333,corn
region x (northern mindanao),yellow corn,2022-02-01,1312.3333333333333,corn
region x (northern mindanao),yellow corn,2022-03-01,1312.3333333333333,corn
region x (northern mindanao),yellow corn,2022-04-01,430.1233333333333,corn
region x (northern mindanao),yellow corn,2022-05-01,430.1233333333333,corn
region x (northern mindanao),yellow corn,2022-06-01,430.1233333333333,corn
region x (northern mindanao),yellow corn,2022-07-01,817.6666666666666,corn
region x (northern mindanao),yellow corn,2022-08-01,817.6666666666666,corn
region x (northern mindanao),yellow corn,2022-09-01,817.6666666666666,corn
region x (northern mindanao),yellow corn,2022-10-01,691.1866666666666,corn
region x (northern mindanao),yellow corn,2022-11-01,691.1866666666666,corn
region x (northern mindanao),yellow corn,2022-12-01,691.1866666666666,corn
region x (northern mindanao),yellow corn,2023-01-01,1637.9766666666667,corn
region x (northern mindanao),yellow corn,2023-02-01,1637.9766666666667,corn
region x (northern mindanao),yellow corn,2023-03-01,1637.9766666666667,corn
region x (northern mindanao),yellow corn,2023-04-01,296.86333333333334,corn
region x (northern mindanao),yellow corn,2023-05-01,296.86333333333334,corn
region x (northern mindanao),yellow corn,2023-06-01,296.86333333333334,corn
region x (northern mindanao),yellow corn,2023-07-01,1829.493333333333,corn
region x (northern mindanao),yellow corn,2023-08-01,1829.493333333333,corn
region x (northern mindanao),yellow corn,2023-09-01,1829.493333333333,corn
region x (northern mindanao),yellow corn,2023-10-01,786.35,corn
region x (northern mindanao),yellow corn,2023-11-01,786.35,corn
region x (northern mindanao),yellow corn,2023-12-01,786.35,corn
region x (northern mindanao),yellow corn,2024-01-01,1369.97,corn
region x (northern mindanao),yellow corn,2024-02-01,1369.97,corn
region x (northern mindanao),yellow corn,2024-03-01,1369.97,corn
region x (northern mindanao),yellow corn,2024-04-01,230.79,corn
region x (northern mindanao),yellow corn,2024-05-01,230.79,corn
region x (northern mindanao),yellow corn,2024-06-01,230.79,corn
region x (northern mindanao),yellow corn,2024-07-01,1480.8333333333333,corn
region x (northern mindanao),yellow corn,2024-08-01,1480.8333333333333,corn
region x (northern mindanao),yellow corn,2024-09-01,1480.8333333333333,corn
region x (northern mindanao),yellow corn,2024-10-01,828.25,corn
region x (northern mindanao),yellow corn,2024-11-01,828.25,corn
region x (northern mindanao),yellow corn,2024-12-01,828.25,corn
region vi (western visayas),corn,2020-01-01,9175.0,corn
region vi (western visayas),corn,2020-02-01,9175.0,corn
region vi (western visayas),corn,2020-03-01,9175.0,corn
region vi (western visayas),corn,2020-04-01,9779.996666666668,corn
region vi (western visayas),corn,2020-05-01,9779.996666666668,corn
region vi (western visayas),corn,2020-06-01,9779.996666666668,corn
region vi (western visayas),corn,2020-07-01,10590.0,corn
region vi (western visayas),corn,2020-08-01,10590.0,corn
region vi (western visayas),corn,2020-09-01,10590.0,corn
region vi (western visayas),corn,2020-10-01,6116.666666666667,corn
region vi (western visayas),corn,2020-11-01,6116.666666666667,corn
region vi (western visayas),corn,2020-12-01,6116.666666666667,corn
region vi (western visayas),corn,2021-01-01,9828.666666666666,corn
region vi (western visayas),corn,2021-02-01,9828.666666666666,corn
region vi (western visayas),corn,2021-03-01,9828.666666666666,corn
region vi (western visayas),corn,2021-04-01,9829.126666666667,corn
region vi (western visayas),corn,2021-05-01,9829.126666666667,corn
region vi (western visayas),corn,2021-06-01,9829.126666666667,corn
region vi (western visayas),corn,2021-07-01,10646.463333333333,corn
region vi (western visayas),corn,2021-08-01,10646.463333333333,corn
region vi (western visayas),corn,2021-09-01,10646.463333333333,corn
region vi (western visayas),corn,2021-10-01,6005.7,corn
region vi (western visayas),corn,2021-11-01,6005.7,corn
region vi (western visayas),corn,2021-12-01,6005.7,corn
region vi (western visayas),corn,2022-01-01,9600.093333333332,corn
region vi (western visayas),corn,2022-02-01,9600.093333333332,corn
region vi (western visayas),corn,2022-03-01,9600.093333333332,corn
region vi (western visayas),corn,2022-04-01,9587.213333333333,corn
region vi (western visayas),corn,2022-05-01,9587.213333333333,corn
region vi (western visayas),corn,2022-06-01,9587.213333333333,corn
region vi (western visayas),corn,2022-07-01,10090.713333333333,corn
region vi (western visayas),corn,2022-08-01,10090.713333333333,corn
region vi (western visayas),corn,2022-09-01,10090.713333333333,corn
region vi (western visayas),corn,2022-10-01,5713.246666666667,corn
region vi (western visayas),corn,2022-11-01,5713.246666666667,corn
region vi (western visayas),corn,2022-12-01,5713.246666666667,corn
region vi (western visayas),corn,2023-01-01,9738.983333333334,corn
region vi (western visayas),corn,2023-02-01,9738.983333333334,corn
region vi (western visayas),corn,2023-03-01,9738.983333333334,corn
region vi (western visayas),corn,2023-04-01,9114.036666666667,corn
region vi (western visayas),corn,2023-05-01,9114.036666666667,corn
region vi (western visayas),corn,2023-06-01,9114.036666666667,corn
region vi (western visayas),corn,2023-07-01,9856.09,corn
region vi (western visayas),corn,2023-08-01,9856.09,corn
region vi (western visayas),corn,2023-09-01,9856.09,corn
region vi (western visayas),corn,2023-10-01,5607.376666666667,corn
region vi (western visayas),corn,2023-11-01,5607.376666666667,corn
region vi (western visayas),corn,2023-12-01,5607.376666666667,corn
region vi (western visayas),corn,2024-01-01,9556.76,corn
region vi (western visayas),corn,2024-02-01,9556.76,corn
region vi (western visayas),corn,2024-03-01,9556.76,corn
region vi (western visayas),corn,2024-04-01,7888.45,corn
region vi (western visayas),corn,2024-05-01,7888.45,corn
region vi (western visayas),corn,2024-06-01,7888.45,corn
region vi (western visayas),corn,2024-07-01,8241.0,corn
region vi (western visayas),corn,2024-08-01,8241.0,corn
region vi (western visayas),corn,2024-09-01,8241.0,corn
region vi (western visayas),corn,2024-10-01,6448.366666666666,corn
region vi (western visayas),corn,2024-11-01,6448.366666666666,corn
region vi (western visayas),corn,2024-12-01,6448.366666666666,corn
region vi (western visayas),irrigated palay,2020-01-01,14219.0,rice
region vi (western visayas),irrigated palay,2020-02-01,14219.0,rice
region vi (western visayas),irrigated palay,2020-03-01,14219.0,rice
region vi (western visayas),irrigated palay,2020-04-01,21309.0,rice
region vi (western visayas),irrigated palay,2020-05-01,21309.0,rice
region vi (western visayas),irrigated palay,2020-06-01,21309.0,rice
region vi (western visayas),irrigated palay,2020-07-01,14633.666666666666,rice
region vi (western visayas),irrigated palay,2020-08-01,14633.666666666666,rice
region vi (western visayas),irrigated palay,2020-09-01,14633.666666666666,rice
region vi (western visayas),irrigated palay,2020-10-01,24274.486666666668,rice
region vi (western visayas),irrigated palay,2020-11-01,24274.486666666668,rice
region vi (western visayas),irrigated palay,2020-12-01,24274.486666666668,rice
region vi (western visayas),irrigated palay,2021-01-01,15781.333333333334,rice
region vi (western visayas),irrigated palay,2021-02-01,15781.333333333334,rice
region vi (western visayas),irrigated palay,2021-03-01,15781.333333333334,rice
region vi (western visayas),irrigated palay,2021-04-01,22141.406666666666,rice
region vi (western visayas),irrigated palay,2021-05-01,22141.406666666666,rice
region vi (western visayas),irrigated palay,2021-06-01,22141.406666666666,rice
region vi (western visayas),irrigated palay,2021-07-01,14673.966666666667,rice
region vi (western visayas),irrigated palay,2021-08-01,14673.966666666667,rice
region vi (western visayas),irrigated palay,2021-09-01,14673.966666666667,rice
region vi (western visayas),irrigated palay,2021-10-01,24640.399999999998,rice
region vi (western visayas),irrigated palay,2021-11-01,24640.399999999998,rice
region vi (western visayas),irrigated palay,2021-12-01,24640.399999999998,rice
region vi (western visayas),irrigated palay,2022-01-01,14967.246666666666,rice
region vi (western visayas),irrigated palay,2022-02-01,14967.246666666666,rice
region vi (western visayas),irrigated palay,2022-03-01,14967.246666666666,rice
region vi (western visayas),irrigated palay,2022-04-01,21407.56,rice
region vi (western visayas),irrigated palay,2022-05-01,21407.56,rice
region vi (western visayas),irrigated palay,2022-06-01,21407.56,rice
region vi (western visayas),irrigated palay,2022-07-01,15036.17,rice
region vi (western visayas),irrigated palay,2022-08-01,15036.17,rice
region vi (western visayas),irrigated palay,2022-09-01,15036.17,rice
region vi (western visayas),irrigated palay,2022-10-01,24869.13333333333,rice
region vi (western visayas),irrigated palay,2022-11-01,24869.13333333333,rice
region vi (western visayas),irrigated palay,2022-12-01,24869.13333333333,rice
region vi (western visayas),irrigated palay,2023-01-01,14879.730000000001,rice
region vi (western visayas),irrigated palay,2023-02-01,14879.730000000001,rice
region vi (western visayas),irrigated palay,2023-03-01,14879.730000000001,rice
region vi (western visayas),irrigated palay,2023-04-01,21187.74,rice
region vi (western visayas),irrigated palay,2023-05-01,21187.74,rice
region vi (western visayas),irrigated palay,2023-06-01,21187.74,rice
region vi (western visayas),irrigated palay,2023-07-01,15134.553333333335,rice
region vi (western visayas),irrigated palay,2023-08-01,15134.553333333335,rice
region vi (western visayas),irrigated palay,2023-09-01,15134.553333333335,rice
region vi (western visayas),irrigated palay,2023-10-01,24733.690000000002,rice
region vi (western visayas),irrigated palay,2023-11-01,24733.690000000002,rice
region vi (western visayas),irrigated palay,2023-12-01,24733.690000000002,rice
region vi (western visayas),irrigated palay,2024-01-01,15198.949999999999,rice
region vi (western visayas),irrigated palay,2024-02-01,15198.949999999999,rice
region vi (western visayas),irrigated palay,2024-03-01,15198.949999999999,rice
region vi (western visayas),irrigated palay,2024-04-01,20795.12,rice
region vi (western visayas),irrigated palay,2024-05-01,20795.12,rice
region vi (western visayas),irrigated palay,2024-06-01,20795.12,rice
region vi (western visayas),irrigated palay,2024-07-01,14767.973333333333,rice
region vi (western visayas),irrigated palay,2024-08-01,14767.973333333333,rice
region vi (western visayas),irrigated palay,2024-09-01,14767.973333333333,rice
region vi (western visayas),irrigated palay,2024-10-01,23911.563333333335,rice
region vi (western visayas),irrigated palay,2024-11-01,23911.563333333335,rice
region vi (western visayas),irrigated palay,2024-12-01,23911.563333333335,rice
region vi (western visayas),palay,2020-01-01,22963.0,rice
region vi (western visayas),palay,2020-02-01,22963.0,rice
region vi (western visayas),palay,2020-03-01,22963.0,rice
region vi (western visayas),palay,2020-04-01,33765.666666666664,rice
region vi (western visayas),palay,2020-05-01,33765.666666666664,rice
region vi (western visayas),palay,2020-06-01,33765.666666666664,rice
region vi (western visayas),palay,2020-07-01,18472.666666666668,rice
region vi (western visayas),palay,2020-08-01,18472.666666666668,rice
region vi (western visayas),palay,2020-09-01,18472.666666666668,rice
region vi (western visayas),palay,2020-10-01,40341.66333333334,rice
region vi (western visayas),palay,2020-11-01,40341.66333333334,rice
region vi (western visayas),palay,2020-12-01,40341.66333333334,rice
region vi (western visayas),palay,2021-01-01,24006.0,rice
region vi (western visayas),palay,2021-02-01,24006.0,rice
region vi (western visayas),palay,2021-03-01,24006.0,rice
region vi (western visayas),palay,2021-04-01,32485.86,rice
region vi (western visayas),palay,2021-05-01,32485.86,rice
region vi (western visayas),palay,2021-06-01,32485.86,rice
region vi (western visayas),palay,2021-07-01,18104.72,rice
region vi (western visayas),palay,2021-08-01,18104.72,rice
region vi (western visayas),palay,2021-09-01,18104.72,rice
region vi (western visayas),palay,2021-10-01,40739.94,rice
region vi (western visayas),palay,2021-11-01,40739.94,rice
region vi (western visayas),palay,2021-12-01,40739.94,rice
region vi (western visayas),palay,2022-01-01,24803.820000000003,rice
region vi (western visayas),palay,2022-02-01,24803.820000000003,rice
region vi (western visayas),palay,2022-03-01,24803.820000000003,rice
region vi (western visayas),palay,2022-04-01,31712.396666666667,rice
region vi (western visayas),palay,2022-05-01,31712.396666666667,rice
region vi (western visayas),palay,2022-06-01,31712.396666666667,rice
region vi (western visayas),palay,2022-07-01,18581.05,rice
region vi (western visayas),palay,2022-08-01,18581.05,rice
region vi (western visayas),palay,2022-09-01,18581.05,rice
region vi (western visayas),palay,2022-10-01,41185.40666666667,rice
region vi (western visayas),palay,2022-11-01,41185.40666666667,rice
region vi (western visayas),palay,2022-12-01,41185.40666666667,rice
region vi (western visayas),palay,2023-01-01,24571.55,rice
region vi (western visayas),palay,2023-02-01,24571.55,rice
region vi (western visayas),palay,2023-03-01,24571.55,rice
region vi (western visayas),palay,2023-04-01,31411.303333333333,rice
region vi (western visayas),palay,2023-05-01,31411.303333333333,rice
region vi (western visayas),palay,2023-06-01,31411.303333333333,rice
region vi (western visayas),palay,2023-07-01,18625.773333333334,rice
region vi (western visayas),palay,2023-08-01,18625.773333333334,rice
region vi (western visayas),palay,2023-09-01,18625.773333333334,rice
region vi (western visayas),palay,2023-10-01,40060.443333333336,rice
region vi (western visayas),palay,2023-11-01,40060.443333333336,rice
region vi (western visayas),palay,2023-12-01,40060.443333333336,rice
region vi (western visayas),palay,2024-01-01,25078.443333333333,rice
region vi (western visayas),palay,2024-02-01,25078.443333333333,rice
region vi (western visayas),palay,2024-03-01,25078.443333333333,rice
region vi (western visayas),palay,2024-04-01,29276.64,rice
region vi (western visayas),palay,2024-05-01,29276.64,rice
region vi (western visayas),palay,2024-06-01,29276.64,rice
region vi (western visayas),palay,2024-07-01,17893.623333333333,rice
region vi (western visayas),palay,2024-08-01,17893.623333333333,rice
region vi (western visayas),palay,2024-09-01,17893.623333333333,rice
region vi (western visayas),palay,2024-10-01,39020.03333333333,rice
region vi (western visayas),palay,2024-11-01,39020.03333333333,rice
region vi (western visayas),palay,2024-12-01,39020.03333333333,rice
region vi (western visayas),rainfed palay,2020-01-01,8744.0,rice
region vi (western visayas),rainfed palay,2020-02-01,8744.0,rice
region vi (western visayas),rainfed palay,2020-03-01,8744.0,rice
region vi (western visayas),rainfed palay,2020-04-01,12456.666666666666,rice
region vi (western visayas),rainfed palay,2020-05-01,12456.666666666666,rice
region vi (western visayas),rainfed palay,2020-06-01,12456.666666666666,rice
region vi (western visayas),rainfed palay,2020-07-01,3839.0,rice
region vi (western visayas),rainfed palay,2020-08-01,3839.0,rice
region vi (western visayas),rainfed palay,2020-09-01,3839.0,rice
region vi (western visayas),rainfed palay,2020-10-01,16067.176666666666,rice
region vi (western visayas),rainfed palay,2020-11-01,16067.176666666666,rice
region vi (western visayas),rainfed palay,2020-12-01,16067.176666666666,rice
region vi (western visayas),rainfed palay,2021-01-01,8224.666666666666,rice
region vi (western visayas),rainfed palay,2021-02-01,8224.666666666666,rice
region vi (western visayas),rainfed palay,2021-03-01,8224.666666666666,rice
region vi (western visayas),rainfed palay,2021-04-01,10344.453333333333,rice
region vi (western visayas),rainfed palay,2021-05-01,10344.453333333333,rice
region vi (western visayas),rainfed palay,2021-06-01,10344.453333333333,rice
region vi (western visayas),rainfed palay,2021-07-01,3430.7566666666667,rice
region vi (western visayas),rainfed palay,2021-08-01,3430.7566666666667,rice
region vi (western visayas),rainfed palay,2021-09-01,3430.7566666666667,rice
region vi (western visayas),rainfed palay,2021-10-01,16099.536666666667,rice
region vi (western visayas),rainfed palay,2021-11-01,16099.536666666667,rice
region vi (western visayas),rainfed palay,2021-12-01,16099.536666666667,rice
region vi (western visayas),rainfed palay,2022-01-01,9836.573333333334,rice
region vi (western visayas),rainfed palay,2022-02-01,9836.573333333334,rice
region vi (western visayas),rainfed palay,2022-03-01,9836.573333333334,rice
region vi (western visayas),rainfed palay,2022-04-01,10304.833333333334,rice
region vi (western visayas),rainfed palay,2022-05-01,10304.833333333334,rice
region vi (western visayas),rainfed palay,2022-06-01,10304.833333333334,rice
region vi (western visayas),rainfed palay,2022-07-01,3544.8799999999997,rice
region vi (western visayas),rainfed palay,2022-08-01,3544.8799999999997,rice
region vi (western visayas),rainfed palay,2022-09-01,3544.8799999999997,rice
region vi (western visayas),rainfed palay,2022-10-01,16316.273333333333,rice
region vi (western visayas),rainfed palay,2022-11-01,16316.273333333333,rice
region vi (western visayas),rainfed palay,2022-12-01,16316.273333333333,rice
region vi (western visayas),rainfed palay,2023-01-01,9691.82,rice
region vi (western visayas),rainfed palay,2023-02-01,9691.82,rice
region vi (western visayas),rainfed palay,2023-03-01,9691.82,rice
region vi (western visayas),rainfed palay,2023-04-01,10223.563333333334,rice
region vi (western visayas),rainfed palay,2023-05-01,10223.563333333334,rice
region vi (western visayas),rainfed palay,2023-06-01,10223.563333333334,rice
region vi (western visayas),rainfed palay,2023-07-01,3491.22,rice
region vi (western visayas),rainfed palay,2023-08-01,3491.22,rice
region vi (western visayas),rainfed palay,2023-09-01,3491.22,rice
region vi (western visayas),rainfed palay,2023-10-01,15326.753333333334,rice
region vi (western visayas),rainfed palay,2023-11-01,15326.753333333334,rice
region vi (western visayas),rainfed palay,2023-12-01,15326.753333333334,rice
region vi (western visayas),rainfed palay,2024-01-01,9879.493333333334,rice
region vi (western visayas),rainfed palay,2024-02-01,9879.493333333334,rice
region vi (western visayas),rainfed palay,2024-03-01,9879.493333333334,rice
region vi (western visayas),rainfed palay,2024-04-01,8481.52,rice
region vi (western visayas),rainfed palay,2024-05-01,8481.52,rice
region vi (western visayas),rainfed palay,2024-06-01,8481.52,rice
region vi (western visayas),rainfed palay,2024-07-01,3125.65,rice
region vi (western visayas),rainfed palay,2024-08-01,3125.65,rice
region vi (western visayas),rainfed palay,2024-09-01,3125.65,rice
region vi (western visayas),rainfed palay,2024-10-01,15108.470000000001,rice
region vi (western visayas),rainfed palay,2024-11-01,15108.470000000001,rice
region vi (western visayas),rainfed palay,2024-12-01,15108.470000000001,rice
region vi (western visayas),white corn,2020-01-01,6304.0,corn
region vi (western visayas),white corn,2020-02-01,6304.0,corn
region vi (western visayas),white corn,2020-03-01,6304.0,corn
region vi (western visayas),white corn,2020-04-01,2208.33,corn
region vi (western visayas),white corn,2020-05-01,2208.33,corn
region vi (western visayas),white corn,2020-06-01,2208.33,corn
region vi (western visayas),white corn,2020-07-01,5548.666666666667,corn
region vi (western visayas),white corn,2020-08-01,5548.666666666667,corn
region vi (western visayas),white corn,2020-09-01,5548.666666666667,corn
region vi (western visayas),white corn,2020-10-01,2457.6666666666665,corn
region vi (western visayas),white corn,2020-11-01,2457.6666666666665,corn
region vi (western visayas),white corn,2020-12-01,2457.6666666666665,corn
region vi (western visayas),white corn,2021-01-01,6479.666666666667,corn
region vi (western visayas),white corn,2021-02-01,6479.666666666667,corn
region vi (western visayas),white corn,2021-03-01,6479.666666666667,corn
region vi (western visayas),white corn,2021-04-01,2213.1266666666666,corn
region vi (western visayas),white corn,2021-05-01,2213.1266666666666,corn
region vi (western visayas),white corn,2021-06-01,2213.1266666666666,corn
region vi (western visayas),white corn,2021-07-01,5793.463333333333,corn
region vi (western visayas),white corn,2021-08-01,5793.463333333333,corn
region vi (western visayas),white corn,2021-09-01,5793.463333333333,corn
region vi (western visayas),white corn,2021-10-01,2340.7000000000003,corn
region vi (western visayas),white corn,2021-11-01,2340.7000000000003,corn
region vi (western visayas),white corn,2021-12-01,2340.7000000000003,corn
region vi (western visayas),white corn,2022-01-01,6382.093333333333,corn
region vi (western visayas),white corn,2022-02-01,6382.093333333333,corn
region vi (western visayas),white corn,2022-03-01,6382.093333333333,corn
region vi (western visayas),white corn,2022-04-01,2272.2133333333336,corn
region vi (western visayas),white corn,2022-05-01,2272.2133333333336,corn
region vi (western visayas),white corn,2022-06-01,2272.2133333333336,corn
region vi (western visayas),white corn,2022-07-01,5296.713333333333,corn
region vi (western visayas),white corn,2022-08-01,5296.713333333333,corn
region vi (western visayas),white corn,2022-09-01,5296.713333333333,corn
region vi (western visayas),white corn,2022-10-01,2223.1066666666666,corn
region vi (western visayas),white corn,2022-11-01,2223.1066666666666,corn
region vi (western visayas),white corn,2022-12-01,2223.1066666666666,corn
region vi (western visayas),white corn,2023-01-01,6454.650000000001,corn
region vi (western visayas),white corn,2023-02-01,6454.650000000001,corn
region vi (western visayas),white corn,2023-03-01,6454.650000000001,corn
region vi (western visayas),white corn,2023-04-01,2221.0366666666664,corn
region vi (western visayas),white corn,2023-05-01,2221.0366666666664,corn
region vi (western visayas),white corn,2023-06-01,2221.0366666666664,corn
region vi (western visayas),white corn,2023-07-01,5247.423333333333,corn
region vi (western visayas),white corn,2023-08-01,5247.423333333333,corn
region vi (western visayas),white corn,2023-09-01,5247.423333333333,corn
region vi (western visayas),white corn,2023-10-01,2226.0433333333335,corn
region vi (western visayas),white corn,2023-11-01,2226.0433333333335,corn
region vi (western visayas),white corn,2023-12-01,2226.0433333333335,corn
region vi (western visayas),white corn,2024-01-01,6385.093333333333,corn
region vi (western visayas),white corn,2024-02-01,6385.093333333333,corn
region vi (western visayas),white corn,2024-03-01,6385.093333333333,corn
region vi (western visayas),white corn,2024-04-01,2079.15,corn
region vi (western visayas),white corn,2024-05-01,2079.15,corn
region vi (western visayas),white corn,2024-06-01,2079.15,corn
region vi (western visayas),white corn,2024-07-01,3446.6666666666665,corn
region vi (western visayas),white corn,2024-08-01,3446.6666666666665,corn
region vi (western visayas),white corn,2024-09-01,3446.6666666666665,corn
region vi (western visayas),white corn,2024-10-01,2977.0333333333333,corn
region vi (western visayas),white corn,2024-11-01,2977.0333333333333,corn
region vi (western visayas),white corn,2024-12-01,2977.0333333333333,corn
region vi (western visayas),yellow corn,2020-01-01,2871.0,corn
region vi (western visayas),yellow corn,2020-02-01,2871.0,corn
region vi (western visayas),yellow corn,2020-03-01,2871.0,corn
region vi (western visayas),yellow corn,2020-04-01,7571.666666666667,corn
region vi (western visayas),yellow corn,2020-05-01,7571.666666666667,corn
region vi (western visayas),yellow corn,2020-06-01,7571.666666666667,corn
region vi (western visayas),yellow corn,2020-07-01,5041.333333333333,corn
region vi (western visayas),yellow corn,2020-08-01,5041.333333333333,corn
region vi (western visayas),yellow corn,2020-09-01,5041.333333333333,corn
region vi (western visayas),yellow corn,2020-10-01,3659.0,corn
region vi (western visayas),yellow corn,2020-11-01,3659.0,corn
region vi (western visayas),yellow corn,2020-12-01,3659.0,corn
region vi (western visayas),yellow corn,2021-01-01,3349.0,corn
region vi (western visayas),yellow corn,2021-02-01,3349.0,corn
region vi (western visayas),yellow corn,2021-03-01,3349.0,corn
region vi (western visayas),yellow corn,2021-04-01,7616.0,corn
region vi (western visayas),yellow corn,2021-05-01,7616.0,corn
region vi (western visayas),yellow corn,2021-06-01,7616.0,corn
region vi (western visayas),yellow corn,2021-07-01,4853.0,corn
region vi (western visayas),yellow corn,2021-08-01,4853.0,corn
region vi (western visayas),yellow corn,2021-09-01,4853.0,corn
region vi (western visayas),yellow corn,2021-10-01,3665.0,corn
region vi (western visayas),yellow corn,2021-11-01,3665.0,corn
region vi (western visayas),yellow corn,2021-12-01,3665.0,corn
region vi (western visayas),yellow corn,2022-01-01,3218.0,corn
region vi (western visayas),yellow corn,2022-02-01,3218.0,corn
region vi (western visayas),yellow corn,2022-03-01,3218.0,corn
region vi (western visayas),yellow corn,2022-04-01,7315.0,corn
region vi (western visayas),yellow corn,2022-05-01,7315.0,corn
region vi (western visayas),yellow corn,2022-06-01,7315.0,corn
region vi (western visayas),yellow corn,2022-07-01,4794.0,corn
region vi (western visayas),yellow corn,2022-08-01,4794.0,corn
region vi (western visayas),yellow corn,2022-09-01,4794.0,corn
region vi (western visayas),yellow corn,2022-10-01,3490.1433333333334,corn
region vi (western visayas),yellow corn,2022-11-01,3490.1433333333334,corn
region vi (western visayas),yellow corn,2022-12-01,3490.1433333333334,corn
region vi (western visayas),yellow corn,2023-01-01,3284.3333333333335,corn
region vi (western visayas),yellow corn,2023-02-01,3284.3333333333335,corn
region vi (western visayas),yellow corn,2023-03-01,3284.3333333333335,corn
region vi (western visayas),yellow corn,2023-04-01,6893.0,corn
region vi (western visayas),yellow corn,2023-05-01,6893.0,corn
region vi (western visayas),yellow corn,2023-06-01,6893.0,corn
region vi (western visayas),yellow corn,2023-07-01,4608.666666666667,corn
region vi (western visayas),yellow corn,2023-08-01,4608.666666666667,corn
region vi (western visayas),yellow corn,2023-09-01,4608.666666666667,corn
region vi (western visayas),yellow corn,2023-10-01,3381.3333333333335,corn
region vi (western visayas),yellow corn,2023-11-01,3381.3333333333335,corn
region vi (western visayas),yellow corn,2023-12-01,3381.3333333333335,corn
region vi (western visayas),yellow corn,2024-01-01,3171.6666666666665,corn
region vi (western visayas),yellow corn,2024-02-01,3171.6666666666665,corn
region vi (western visayas),yellow corn,2024-03-01,3171.6666666666665,corn
region vi (western visayas),yellow corn,2024-04-01,5809.3,corn
region vi (western visayas),yellow corn,2024-05-01,5809.3,corn
region vi (western visayas),yellow corn,2024-06-01,5809.3,corn
region vi (western visayas),yellow corn,2024-07-01,4794.333333333333,corn
region vi (western visayas),yellow corn,2024-08-01,4794.333333333333,corn
region vi (western visayas),yellow corn,2024-09-01,4794.333333333333,corn
region vi (western visayas),yellow corn,2024-10-01,3471.3333333333335,corn
region vi (western visayas),yellow corn,2024-11-01,3471.3333333333335,corn
region vi (western visayas),yellow corn,2024-12-01,3471.3333333333335,corn
