Geolocation,Commodity,Date,Production_Volume_by_MetricTons,Commodity_Type
region x (northern mindanao),yellow corn,2021-01-01,2513.4133333333334,corn
region x (northern mindanao),yellow corn,2021-02-01,2513.4133333333334,corn
region x (northern mindanao),yellow corn,2021-03-01,2513.4133333333334,corn
region x (northern mindanao),yellow corn,2021-04-01,776.6999999999999,corn
region x (northern mindanao),yellow corn,2021-05-01,776.6999999999999,corn
region x (northern mindanao),yellow corn,2021-06-01,776.6999999999999,corn
region x (northern mindanao),yellow corn,2021-07-01,3985.4233333333336,corn
region x (northern mindanao),yellow corn,2021-08-01,3985.4233333333336,corn
region x (northern mindanao),yellow corn,2021-09-01,3985.4233333333336,corn
region x (northern mindanao),yellow corn,2021-10-01,2885.92,corn
region x (northern mindanao),yellow corn,2021-11-01,2885.92,corn
region x (northern mindanao),yellow corn,2021-12-01,2885.92,corn
region x (northern mindanao),yellow corn,2022-01-01,3593.153333333333,corn
region x (northern mindanao),yellow corn,2022-02-01,3593.153333333333,corn
region x (northern mindanao),yellow corn,2022-03-01,3593.153333333333,corn
region x (northern mindanao),yellow corn,2022-04-01,1180.09,corn
region x (northern mindanao),yellow corn,2022-05-01,1180.09,corn
region x (northern mindanao),yellow corn,2022-06-01,1180.09,corn
region x (northern mindanao),yellow corn,2022-07-01,2354.273333333333,corn
region x (northern mindanao),yellow corn,2022-08-01,2354.273333333333,corn
region x (northern mindanao),yellow corn,2022-09-01,2354.273333333333,corn
region x (northern mindanao),yellow corn,2022-10-01,1995.7066666666667,corn
region x (northern mindanao),yellow corn,2022-11-01,1995.7066666666667,corn
region x (northern mindanao),yellow corn,2022-12-01,1995.7066666666667,corn
region x (northern mindanao),yellow corn,2023-01-01,4433.743333333333,corn
region x (northern mindanao),yellow corn,2023-02-01,4433.743333333333,corn
region x (northern mindanao),yellow corn,2023-03-01,4433.743333333333,corn
region x (northern mindanao),yellow corn,2023-04-01,926.9499999999999,corn
region x (northern mindanao),yellow corn,2023-05-01,926.9499999999999,corn
region x (northern mindanao),yellow corn,2023-06-01,926.9499999999999,corn
region x (northern mindanao),yellow corn,2023-07-01,5302.673333333333,corn
region x (northern mindanao),yellow corn,2023-08-01,5302.673333333333,corn
region x (northern mindanao),yellow corn,2023-09-01,5302.673333333333,corn
region x (northern mindanao),yellow corn,2023-10-01,2626.5933333333332,corn
region x (northern mindanao),yellow corn,2023-11-01,2626.5933333333332,corn
region x (northern mindanao),yellow corn,2023-12-01,2626.5933333333332,corn
region x (northern mindanao),yellow corn,2024-01-01,4629.05,corn
region x (northern mindanao),yellow corn,2024-02-01,4629.05,corn
region x (northern mindanao),yellow corn,2024-03-01,4629.05,corn
region x (northern mindanao),yellow corn,2024-04-01,715.5300000000001,corn
region x (northern mindanao),yellow corn,2024-05-01,715.5300000000001,corn
region x (northern mindanao),yellow corn,2024-06-01,715.5300000000001,corn
region x (northern mindanao),yellow corn,2024-07-01,4459.84,corn
region x (northern mindanao),yellow corn,2024-08-01,4459.84,corn
region x (northern mindanao),yellow corn,2024-09-01,4459.84,corn
region x (northern mindanao),yellow corn,2024-10-01,2783.476666666667,corn
region x (northern mindanao),yellow corn,2024-11-01,2783.476666666667,corn
region x (northern mindanao),yellow corn,2024-12-01,2783.476666666667,corn
region vi (western visayas),corn,2020-01-01,17342.756666666664,corn
region vi (western visayas),corn,2020-02-01,17342.756666666664,corn
region vi (western visayas),corn,2020-03-01,17342.756666666664,corn
region vi (western visayas),corn,2020-04-01,30497.72333333333,corn
region vi (western visayas),corn,2020-05-01,30497.72333333333,corn
region vi (western visayas),corn,2020-06-01,30497.72333333333,corn
region vi (western visayas),corn,2020-07-01,29722.710000000003,corn
region vi (western visayas),corn,2020-08-01,29722.710000000003,corn
region vi (western visayas),corn,2020-09-01,29722.710000000003,corn
region vi (western visayas),corn,2020-10-01,16437.0,corn
region vi (western visayas),corn,2020-11-01,16437.0,corn
region vi (western visayas),corn,2020-12-01,16437.0,corn
region vi (western visayas),corn,2021-01-01,19520.733333333334,corn
region vi (western visayas),corn,2021-02-01,19520.733333333334,corn
region vi (western visayas),corn,2021-03-01,19520.733333333334,corn
region vi (western visayas),corn,2021-04-01,31108.58,corn
region vi (western visayas),corn,2021-05-01,31108.58,corn
region vi (western visayas),corn,2021-06-01,31108.58,corn
region vi (western visayas),corn,2021-07-01,28624.353333333333,corn
region vi (western visayas),corn,2021-08-01,28624.353333333333,corn
region vi (western visayas),corn,2021-09-01,28624.353333333333,corn
region vi (western visayas),corn,2021-10-01,18329.093333333334,corn
region vi (western visayas),corn,2021-11-01,18329.093333333334,corn
region vi (western visayas),corn,2021-12-01,18329.093333333334,corn
region vi (western visayas),corn,2022-01-01,19408.896666666667,corn
region vi (western visayas),corn,2022-02-01,19408.896666666667,corn
region vi (western visayas),corn,2022-03-01,19408.896666666667,corn
region vi (western visayas),corn,2022-04-01,30757.013333333332,corn
region vi (western visayas),corn,2022-05-01,30757.013333333332,corn
region vi (western visayas),corn,2022-06-01,30757.013333333332,corn
region vi (western visayas),corn,2022-07-01,28082.803333333333,corn
region vi (western visayas),corn,2022-08-01,28082.803333333333,corn
region vi (western visayas),corn,2022-09-01,28082.803333333333,corn
region vi (western visayas),corn,2022-10-01,17891.193333333333,corn
region vi (western visayas),corn,2022-11-01,17891.193333333333,corn
region vi (western visayas),corn,2022-12-01,17891.193333333333,corn
region vi (western visayas),corn,2023-01-01,19227.149999999998,corn
region vi (western visayas),corn,2023-02-01,19227.149999999998,corn
region vi (western visayas),corn,2023-03-01,19227.149999999998,corn
region vi (western visayas),corn,2023-04-01,28981.233333333334,corn
region vi (western visayas),corn,2023-05-01,28981.233333333334,corn
region vi (western visayas),corn,2023-06-01,28981.233333333334,corn
region vi (western visayas),corn,2023-07-01,26084.64333333333,corn
region vi (western visayas),corn,2023-08-01,26084.64333333333,corn
region vi (western visayas),corn,2023-09-01,26084.64333333333,corn
region vi (western visayas),corn,2023-10-01,17325.203333333335,corn
region vi (western visayas),corn,2023-11-01,17325.203333333335,corn
region vi (western visayas),corn,2023-12-01,17325.203333333335,corn
region vi (western visayas),corn,2024-01-01,18575.19,corn
region vi (western visayas),corn,2024-02-01,18575.19,corn
region vi (western visayas),corn,2024-03-01,18575.19,corn
region vi (western visayas),corn,2024-04-01,24885.923333333336,corn
region vi (western visayas),corn,2024-05-01,24885.923333333336,corn
region vi (western visayas),corn,2024-06-01,24885.923333333336,corn
region vi (western visayas),corn,2024-07-01,23950.986666666668,corn
region vi (western visayas),corn,2024-08-01,23950.986666666668,corn
region vi (western visayas),corn,2024-09-01,23950.986666666668,corn
region vi (western visayas),corn,2024-10-01,15947.906666666668,corn
region vi (western visayas),corn,2024-11-01,15947.906666666668,corn
region vi (western visayas),corn,2024-12-01,15947.906666666668,corn
region vi (western visayas),irrigated palay,2020-01-01,58405.97,rice
region vi (western visayas),irrigated palay,2020-02-01,58405.97,rice
region vi (western visayas),irrigated palay,2020-03-01,58405.97,rice
region vi (western visayas),irrigated palay,2020-04-01,87145.26,rice
region vi (western visayas),irrigated palay,2020-05-01,87145.26,rice
region vi (western visayas),irrigated palay,2020-06-01,87145.26,rice
region vi (western visayas),irrigated palay,2020-07-01,62035.07666666667,rice
region vi (western visayas),irrigated palay,2020-08-01,62035.07666666667,rice
region vi (western visayas),irrigated palay,2020-09-01,62035.07666666667,rice
region vi (western visayas),irrigated palay,2020-10-01,94769.84999999999,rice
region vi (western visayas),irrigated palay,2020-11-01,94769.84999999999,rice
region vi (western visayas),irrigated palay,2020-12-01,94769.84999999999,rice
region vi (western visayas),irrigated palay,2021-01-01,65025.09,rice
region vi (western visayas),irrigated palay,2021-02-01,65025.09,rice
region vi (western visayas),irrigated palay,2021-03-01,65025.09,rice
region vi (western visayas),irrigated palay,2021-04-01,94379.98666666668,rice
region vi (western visayas),irrigated palay,2021-05-01,94379.98666666668,rice
region vi (western visayas),irrigated palay,2021-06-01,94379.98666666668,rice
region vi (western visayas),irrigated palay,2021-07-01,62663.82666666667,rice
region vi (western visayas),irrigated palay,2021-08-01,62663.82666666667,rice
region vi (western visayas),irrigated palay,2021-09-01,62663.82666666667,rice
region vi (western visayas),irrigated palay,2021-10-01,102330.55333333333,rice
region vi (western visayas),irrigated palay,2021-11-01,102330.55333333333,rice
region vi (western visayas),irrigated palay,2021-12-01,102330.55333333333,rice
region vi (western visayas),irrigated palay,2022-01-01,62794.573333333334,rice
region vi (western visayas),irrigated palay,2022-02-01,62794.573333333334,rice
region vi (western visayas),irrigated palay,2022-03-01,62794.573333333334,rice
region vi (western visayas),irrigated palay,2022-04-01,88496.33333333333,rice
region vi (western visayas),irrigated palay,2022-05-01,88496.33333333333,rice
region vi (western visayas),irrigated palay,2022-06-01,88496.33333333333,rice
region vi (western visayas),irrigated palay,2022-07-01,61765.25,rice
region vi (western visayas),irrigated palay,2022-08-01,61765.25,rice
region vi (western visayas),irrigated palay,2022-09-01,61765.25,rice
region vi (western visayas),irrigated palay,2022-10-01,100041.66666666667,rice
region vi (western visayas),irrigated palay,2022-11-01,100041.66666666667,rice
region vi (western visayas),irrigated palay,2022-12-01,100041.66666666667,rice
region vi (western visayas),irrigated palay,2023-01-01,61056.41333333333,rice
region vi (western visayas),irrigated palay,2023-02-01,61056.41333333333,rice
region vi (western visayas),irrigated palay,2023-03-01,61056.41333333333,rice
region vi (western visayas),irrigated palay,2023-04-01,85963.55,rice
region vi (western visayas),irrigated palay,2023-05-01,85963.55,rice
region vi (western visayas),irrigated palay,2023-06-01,85963.55,rice
region vi (western visayas),irrigated palay,2023-07-01,61514.246666666666,rice
region vi (western visayas),irrigated palay,2023-08-01,61514.246666666666,rice
region vi (western visayas),irrigated palay,2023-09-01,61514.246666666666,rice
region vi (western visayas),irrigated palay,2023-10-01,99146.03666666667,rice
region vi (western visayas),irrigated palay,2023-11-01,99146.03666666667,rice
region vi (western visayas),irrigated palay,2023-12-01,99146.03666666667,rice
region vi (western visayas),irrigated palay,2024-01-01,61863.06333333333,rice
region vi (western visayas),irrigated palay,2024-02-01,61863.06333333333,rice
region vi (western visayas),irrigated palay,2024-03-01,61863.06333333333,rice
region vi (western visayas),irrigated palay,2024-04-01,84475.26333333334,rice
region vi (western visayas),irrigated palay,2024-05-01,84475.26333333334,rice
region vi (western visayas),irrigated palay,2024-06-01,84475.26333333334,rice
region vi (western visayas),irrigated palay,2024-07-01,57857.72,rice
region vi (western visayas),irrigated palay,2024-08-01,57857.72,rice
region vi (western visayas),irrigated palay,2024-09-01,57857.72,rice
region vi (western visayas),irrigated palay,2024-10-01,82282.24666666666,rice
region vi (western visayas),irrigated palay,2024-11-01,82282.24666666666,rice
region vi (western visayas),irrigated palay,2024-12-01,82282.24666666666,rice
region vi (western visayas),palay,2020-01-01,84952.20333333332,rice
region vi (western visayas),palay,2020-02-01,84952.20333333332,rice
region vi (western visayas),palay,2020-03-01,84952.20333333332,rice
region vi (western visayas),palay,2020-04-01,125605.05666666666,rice
region vi (western visayas),palay,2020-05-01,125605.05666666666,rice
region vi (western visayas),palay,2020-06-01,125605.05666666666,rice
region vi (western visayas),palay,2020-07-01,74765.55333333333,rice
region vi (western visayas),palay,2020-08-01,74765.55333333333,rice
region vi (western visayas),palay,2020-09-01,74765.55333333333,rice
region vi (western visayas),palay,2020-10-01,146340.89333333334,rice
region vi (western visayas),palay,2020-11-01,146340.89333333334,rice
region vi (western visayas),palay,2020-12-01,146340.89333333334,rice
region vi (western visayas),palay,2021-01-01,91691.52333333333,rice
region vi (western visayas),palay,2021-02-01,91691.52333333333,rice
region vi (western visayas),palay,2021-03-01,91691.52333333333,rice
region vi (western visayas),palay,2021-04-01,127295.31666666667,rice
region vi (western visayas),palay,2021-05-01,127295.31666666667,rice
region vi (western visayas),palay,2021-06-01,127295.31666666667,rice
region vi (western visayas),palay,2021-07-01,75047.19666666667,rice
region vi (western visayas),palay,2021-08-01,75047.19666666667,rice
region vi (western visayas),palay,2021-09-01,75047.19666666667,rice
region vi (western visayas),palay,2021-10-01,154950.11333333334,rice
region vi (western visayas),palay,2021-11-01,154950.11333333334,rice
region vi (western visayas),palay,2021-12-01,154950.11333333334,rice
region vi (western visayas),palay,2022-01-01,94915.98333333334,rice
region vi (western visayas),palay,2022-02-01,94915.98333333334,rice
region vi (western visayas),palay,2022-03-01,94915.98333333334,rice
region vi (western visayas),palay,2022-04-01,120856.84666666666,rice
region vi (western visayas),palay,2022-05-01,120856.84666666666,rice
region vi (western visayas),palay,2022-06-01,120856.84666666666,rice
region vi (western visayas),palay,2022-07-01,73874.92333333332,rice
region vi (western visayas),palay,2022-08-01,73874.92333333332,rice
region vi (western visayas),palay,2022-09-01,73874.92333333332,rice
region vi (western visayas),palay,2022-10-01,153353.71666666667,rice
region vi (western visayas),palay,2022-11-01,153353.71666666667,rice
region vi (western visayas),palay,2022-12-01,153353.71666666667,rice
region vi (western visayas),palay,2023-01-01,92680.44666666667,rice
region vi (western visayas),palay,2023-02-01,92680.44666666667,rice
region vi (western visayas),palay,2023-03-01,92680.44666666667,rice
region vi (western visayas),palay,2023-04-01,119466.93333333333,rice
region vi (western visayas),palay,2023-05-01,119466.93333333333,rice
region vi (western visayas),palay,2023-06-01,119466.93333333333,rice
region vi (western visayas),palay,2023-07-01,73108.47666666667,rice
region vi (western visayas),palay,2023-08-01,73108.47666666667,rice
region vi (western visayas),palay,2023-09-01,73108.47666666667,rice
region vi (western visayas),palay,2023-10-01,148960.47,rice
region vi (western visayas),palay,2023-11-01,148960.47,rice
region vi (western visayas),palay,2023-12-01,148960.47,rice
region vi (western visayas),palay,2024-01-01,94642.85666666667,rice
region vi (western visayas),palay,2024-02-01,94642.85666666667,rice
region vi (western visayas),palay,2024-03-01,94642.85666666667,rice
region vi (western visayas),palay,2024-04-01,110933.84999999999,rice
region vi (western visayas),palay,2024-05-01,110933.84999999999,rice
region vi (western visayas),palay,2024-06-01,110933.84999999999,rice
region vi (western visayas),palay,2024-07-01,68097.05333333333,rice
region vi (western visayas),palay,2024-08-01,68097.05333333333,rice
region vi (western visayas),palay,2024-09-01,68097.05333333333,rice
region vi (western visayas),palay,2024-10-01,127019.35666666667,rice
region vi (western visayas),palay,2024-11-01,127019.35666666667,rice
region vi (western visayas),palay,2024-12-01,127019.35666666667,rice
region vi (western visayas),rainfed palay,2020-01-01,26546.233333333334,rice
region vi (western visayas),rainfed palay,2020-02-01,26546.233333333334,rice
region vi (western visayas),rainfed palay,2020-03-01,26546.233333333334,rice
region vi (western visayas),rainfed palay,2020-04-01,38459.79666666667,rice
region vi (western visayas),rainfed palay,2020-05-01,38459.79666666667,rice
region vi (western visayas),rainfed palay,2020-06-01,38459.79666666667,rice
region vi (western visayas),rainfed palay,2020-07-01,12730.476666666667,rice
region vi (western visayas),rainfed palay,2020-08-01,12730.476666666667,rice
region vi (western visayas),rainfed palay,2020-09-01,12730.476666666667,rice
region vi (western visayas),rainfed palay,2020-10-01,51571.043333333335,rice
region vi (western visayas),rainfed palay,2020-11-01,51571.043333333335,rice
region vi (western visayas),rainfed palay,2020-12-01,51571.043333333335,rice
region vi (western visayas),rainfed palay,2021-01-01,26666.433333333334,rice
region vi (western visayas),rainfed palay,2021-02-01,26666.433333333334,rice
region vi (western visayas),rainfed palay,2021-03-01,26666.433333333334,rice
region vi (western visayas),rainfed palay,2021-04-01,32915.33,rice
region vi (western visayas),rainfed palay,2021-05-01,32915.33,rice
region vi (western visayas),rainfed palay,2021-06-01,32915.33,rice
region vi (western visayas),rainfed palay,2021-07-01,12383.366666666667,rice
region vi (western visayas),rainfed palay,2021-08-01,12383.366666666667,rice
region vi (western visayas),rainfed palay,2021-09-01,12383.366666666667,rice
region vi (western visayas),rainfed palay,2021-10-01,52619.56333333333,rice
region vi (western visayas),rainfed palay,2021-11-01,52619.56333333333,rice
region vi (western visayas),rainfed palay,2021-12-01,52619.56333333333,rice
region vi (western visayas),rainfed palay,2022-01-01,32121.41,rice
region vi (western visayas),rainfed palay,2022-02-01,32121.41,rice
region vi (western visayas),rainfed palay,2022-03-01,32121.41,rice
region vi (western visayas),rainfed palay,2022-04-01,32360.513333333332,rice
region vi (western visayas),rainfed palay,2022-05-01,32360.513333333332,rice
region vi (western visayas),rainfed palay,2022-06-01,32360.513333333332,rice
region vi (western visayas),rainfed palay,2022-07-01,12109.67,rice
region vi (western visayas),rainfed palay,2022-08-01,12109.67,rice
region vi (western visayas),rainfed palay,2022-09-01,12109.67,rice
region vi (western visayas),rainfed palay,2022-10-01,53312.049999999996,rice
region vi (western visayas),rainfed palay,2022-11-01,53312.049999999996,rice
region vi (western visayas),rainfed palay,2022-12-01,53312.049999999996,rice
region vi (western visayas),rainfed palay,2023-01-01,31624.033333333336,rice
region vi (western visayas),rainfed palay,2023-02-01,31624.033333333336,rice
region vi (western visayas),rainfed palay,2023-03-01,31624.033333333336,rice
region vi (western visayas),rainfed palay,2023-04-01,33503.38333333333,rice
region vi (western visayas),rainfed palay,2023-05-01,33503.38333333333,rice
region vi (western visayas),rainfed palay,2023-06-01,33503.38333333333,rice
region vi (western visayas),rainfed palay,2023-07-01,11594.230000000001,rice
region vi (western visayas),rainfed palay,2023-08-01,11594.230000000001,rice
region vi (western visayas),rainfed palay,2023-09-01,11594.230000000001,rice
region vi (western visayas),rainfed palay,2023-10-01,49814.43333333333,rice
region vi (western visayas),rainfed palay,2023-11-01,49814.43333333333,rice
region vi (western visayas),rainfed palay,2023-12-01,49814.43333333333,rice
region vi (western visayas),rainfed palay,2024-01-01,32779.793333333335,rice
region vi (western visayas),rainfed palay,2024-02-01,32779.793333333335,rice
region vi (western visayas),rainfed palay,2024-03-01,32779.793333333335,rice
region vi (western visayas),rainfed palay,2024-04-01,26458.586666666666,rice
region vi (western visayas),rainfed palay,2024-05-01,26458.586666666666,rice
region vi (western visayas),rainfed palay,2024-06-01,26458.586666666666,rice
region vi (western visayas),rainfed palay,2024-07-01,10239.333333333334,rice
region vi (western visayas),rainfed palay,2024-08-01,10239.333333333334,rice
region vi (western visayas),rainfed palay,2024-09-01,10239.333333333334,rice
region vi (western visayas),rainfed palay,2024-10-01,44737.10999999999,rice
region vi (western visayas),rainfed palay,2024-11-01,44737.10999999999,rice
region vi (western visayas),rainfed palay,2024-12-01,44737.10999999999,rice
region vi (western visayas),white corn,2020-01-01,6976.16,corn
region vi (western visayas),white corn,2020-02-01,6976.16,corn
region vi (western visayas),white corn,2020-03-01,6976.16,corn
region vi (western visayas),white corn,2020-04-01,3823.616666666667,corn
region vi (western visayas),white corn,2020-05-01,3823.616666666667,corn
region vi (western visayas),white corn,2020-06-01,3823.616666666667,corn
region vi (western visayas),white corn,2020-07-01,8708.936666666666,corn
region vi (western visayas),white corn,2020-08-01,8708.936666666666,corn
region vi (western visayas),white corn,2020-09-01,8708.936666666666,corn
region vi (western visayas),white corn,2020-10-01,4047.3333333333335,corn
region vi (western visayas),white corn,2020-11-01,4047.3333333333335,corn
region vi (western visayas),white corn,2020-12-01,4047.3333333333335,corn
region vi (western visayas),white corn,2021-01-01,7123.783333333333,corn
region vi (western visayas),white corn,2021-02-01,7123.783333333333,corn
region vi (western visayas),white corn,2021-03-01,7123.783333333333,corn
region vi (western visayas),white corn,2021-04-01,3830.3633333333332,corn
region vi (western visayas),white corn,2021-05-01,3830.3633333333332,corn
region vi (western visayas),white corn,2021-06-01,3830.3633333333332,corn
region vi (western visayas),white corn,2021-07-01,8868.686666666666,corn
region vi (western visayas),white corn,2021-08-01,8868.686666666666,corn
region vi (western visayas),white corn,2021-09-01,8868.686666666666,corn
region vi (western visayas),white corn,2021-10-01,4369.76,corn
region vi (western visayas),white corn,2021-11-01,4369.76,corn
region vi (western visayas),white corn,2021-12-01,4369.76,corn
region vi (western visayas),white corn,2022-01-01,7023.563333333333,corn
region vi (western visayas),white corn,2022-02-01,7023.563333333333,corn
region vi (western visayas),white corn,2022-03-01,7023.563333333333,corn
region vi (western visayas),white corn,2022-04-01,3258.0266666666666,corn
region vi (western visayas),white corn,2022-05-01,3258.0266666666666,corn
region vi (western visayas),white corn,2022-06-01,3258.0266666666666,corn
region vi (western visayas),white corn,2022-07-01,7952.586666666666,corn
region vi (western visayas),white corn,2022-08-01,7952.586666666666,corn
region vi (western visayas),white corn,2022-09-01,7952.586666666666,corn
region vi (western visayas),white corn,2022-10-01,4210.42,corn
region vi (western visayas),white corn,2022-11-01,4210.42,corn
region vi (western visayas),white corn,2022-12-01,4210.42,corn
region vi (western visayas),white corn,2023-01-01,6851.916666666667,corn
region vi (western visayas),white corn,2023-02-01,6851.916666666667,corn
region vi (western visayas),white corn,2023-03-01,6851.916666666667,corn
region vi (western visayas),white corn,2023-04-01,2926.5333333333333,corn
region vi (western visayas),white corn,2023-05-01,2926.5333333333333,corn
region vi (western visayas),white corn,2023-06-01,2926.5333333333333,corn
region vi (western visayas),white corn,2023-07-01,8029.446666666667,corn
region vi (western visayas),white corn,2023-08-01,8029.446666666667,corn
region vi (western visayas),white corn,2023-09-01,8029.446666666667,corn
region vi (western visayas),white corn,2023-10-01,4164.11,corn
region vi (western visayas),white corn,2023-11-01,4164.11,corn
region vi (western visayas),white corn,2023-12-01,4164.11,corn
region vi (western visayas),white corn,2024-01-01,6720.053333333333,corn
region vi (western visayas),white corn,2024-02-01,6720.053333333333,corn
region vi (western visayas),white corn,2024-03-01,6720.053333333333,corn
region vi (western visayas),white corn,2024-04-01,3091.1566666666663,corn
region vi (western visayas),white corn,2024-05-01,3091.1566666666663,corn
region vi (western visayas),white corn,2024-06-01,3091.1566666666663,corn
region vi (western visayas),white corn,2024-07-01,5683.006666666667,corn
region vi (western visayas),white corn,2024-08-01,5683.006666666667,corn
region vi (western visayas),white corn,2024-09-01,5683.006666666667,corn
region vi (western visayas),white corn,2024-10-01,4586.156666666667,corn
region vi (western visayas),white corn,2024-11-01,4586.156666666667,corn
region vi (western visayas),white corn,2024-12-01,4586.156666666667,corn
region vi (western visayas),yellow corn,2020-01-01,10366.596666666666,corn
region vi (western visayas),yellow corn,2020-02-01,10366.596666666666,corn
region vi (western visayas),yellow corn,2020-03-01,10366.596666666666,corn
region vi (western visayas),yellow corn,2020-04-01,26674.10666666667,corn
region vi (western visayas),yellow corn,2020-05-01,26674.10666666667,corn
region vi (western visayas),yellow corn,2020-06-01,26674.10666666667,corn
region vi (western visayas),yellow corn,2020-07-01,21013.773333333334,corn
region vi (western visayas),yellow corn,2020-08-01,21013.773333333334,corn
region vi (western visayas),yellow corn,2020-09-01,21013.773333333334,corn
region vi (western visayas),yellow corn,2020-10-01,12389.666666666666,corn
region vi (western visayas),yellow corn,2020-11-01,12389.666666666666,corn
region vi (western visayas),yellow corn,2020-12-01,12389.666666666666,corn
region vi (western visayas),yellow corn,2021-01-01,12396.949999999999,corn
region vi (western visayas),yellow corn,2021-02-01,12396.949999999999,corn
region vi (western visayas),yellow corn,2021-03-01,12396.949999999999,corn
region vi (western visayas),yellow corn,2021-04-01,27278.216666666664,corn
region vi (western visayas),yellow corn,2021-05-01,27278.216666666664,corn
region vi (western visayas),yellow corn,2021-06-01,27278.216666666664,corn
region vi (western visayas),yellow corn,2021-07-01,19755.666666666668,corn
region vi (western visayas),yellow corn,2021-08-01,19755.666666666668,corn
region vi (western visayas),yellow corn,2021-09-01,19755.666666666668,corn
region vi (western visayas),yellow corn,2021-10-01,13959.333333333334,corn
region vi (western visayas),yellow corn,2021-11-01,13959.333333333334,corn
region vi (western visayas),yellow corn,2021-12-01,13959.333333333334,corn
region vi (western visayas),yellow corn,2022-01-01,12385.333333333334,corn
region vi (western visayas),yellow corn,2022-02-01,12385.333333333334,corn
region vi (western visayas),yellow corn,2022-03-01,12385.333333333334,corn
region vi (western visayas),yellow corn,2022-04-01,27498.986666666668,corn
region vi (western visayas),yellow corn,2022-05-01,27498.986666666668,corn
region vi (western visayas),yellow corn,2022-06-01,27498.986666666668,corn
region vi (western visayas),yellow corn,2022-07-01,20130.216666666667,corn
region vi (western visayas),yellow corn,2022-08-01,20130.216666666667,corn
region vi (western visayas),yellow corn,2022-09-01,20130.216666666667,corn
region vi (western visayas),yellow corn,2022-10-01,13680.773333333333,corn
region vi (western visayas),yellow corn,2022-11-01,13680.773333333333,corn
region vi (western visayas),yellow corn,2022-12-01,13680.773333333333,corn
region vi (western visayas),yellow corn,2023-01-01,12375.233333333332,corn
region vi (western visayas),yellow corn,2023-02-01,12375.233333333332,corn
region vi (western visayas),yellow corn,2023-03-01,12375.233333333332,corn
region vi (western visayas),yellow corn,2023-04-01,26054.7,corn
region vi (western visayas),yellow corn,2023-05-01,26054.7,corn
region vi (western visayas),yellow corn,2023-06-01,26054.7,corn
region vi (western visayas),yellow corn,2023-07-01,18055.196666666667,corn
region vi (western visayas),yellow corn,2023-08-01,18055.196666666667,corn
region vi (western visayas),yellow corn,2023-09-01,18055.196666666667,corn
region vi (western visayas),yellow corn,2023-10-01,13161.093333333332,corn
region vi (western visayas),yellow corn,2023-11-01,13161.093333333332,corn
region vi (western visayas),yellow corn,2023-12-01,13161.093333333332,corn
region vi (western visayas),yellow corn,2024-01-01,11855.136666666667,corn
region vi (western visayas),yellow corn,2024-02-01,11855.136666666667,corn
region vi (western visayas),yellow corn,2024-03-01,11855.136666666667,corn
region vi (western visayas),yellow corn,2024-04-01,21794.766666666666,corn
region vi (western visayas),yellow corn,2024-05-01,21794.766666666666,corn
region vi (western visayas),yellow corn,2024-06-01,21794.766666666666,corn
region vi (western visayas),yellow corn,2024-07-01,18267.98,corn
region vi (western visayas),yellow corn,2024-08-01,18267.98,corn
region vi (western visayas),yellow corn,2024-09-01,18267.98,corn
region vi (western visayas),yellow corn,2024-10-01,11361.75,corn
region vi (western visayas),yellow corn,2024-11-01,11361.75,corn
region vi (western visayas),yellow corn,2024-12-01,11361.75,corn
region vi (western visayas),corn,2020-01-01,28950.86,corn
region vi (western visayas),corn,2020-02-01,28950.86,corn
region vi (western visayas),corn,2020-03-01,28950.86,corn
region vi (western visayas),corn,2020-04-01,11404.793333333333,corn
region vi (western visayas),corn,2020-05-01,11404.793333333333,corn
region vi (western visayas),corn,2020-06-01,11404.793333333333,corn
region vi (western visayas),corn,2020-07-01,46117.31,corn
region vi (western visayas),corn,2020-08-01,46117.31,corn
region vi (western visayas),corn,2020-09-01,46117.31,corn
region vi (western visayas),corn,2020-10-01,20320.323333333334,corn
region vi (western visayas),corn,2020-11-01,20320.323333333334,corn
region vi (western visayas),corn,2020-12-01,20320.323333333334,corn
region vi (western visayas),corn,2021-01-01,32230.403333333335,corn
region vi (western visayas),corn,2021-02-01,32230.403333333335,corn
region vi (western visayas),corn,2021-03-01,32230.403333333335,corn
region vi (western visayas),corn,2021-04-01,11980.806666666665,corn
region vi (western visayas),corn,2021-05-01,11980.806666666665,corn
region vi (western visayas),corn,2021-06-01,11980.806666666665,corn
region vi (western visayas),corn,2021-07-01,52622.746666666666,corn
region vi (western visayas),corn,2021-08-01,52622.746666666666,corn
region vi (western visayas),corn,2021-09-01,52622.746666666666,corn
region vi (western visayas),corn,2021-10-01,20310.600000000002,corn
region vi (western visayas),corn,2021-11-01,20310.600000000002,corn
region vi (western visayas),corn,2021-12-01,20310.600000000002,corn
region vi (western visayas),corn,2022-01-01,37644.299999999996,corn
region vi (western visayas),corn,2022-02-01,37644.299999999996,corn
region vi (western visayas),corn,2022-03-01,37644.299999999996,corn
region vi (western visayas),corn,2022-04-01,10389.773333333333,corn
region vi (western visayas),corn,2022-05-01,10389.773333333333,corn
region vi (western visayas),corn,2022-06-01,10389.773333333333,corn
region vi (western visayas),corn,2022-07-01,46130.0,corn
region vi (western visayas),corn,2022-08-01,46130.0,corn
region vi (western visayas),corn,2022-09-01,46130.0,corn
region vi (western visayas),corn,2022-10-01,20656.14,corn
